"Date","City","count"
"2022年1月31日","横浜市",""
"2022年1月31日","市外(県内)",NA
"2022年1月31日","市外(県外)",NA
"2022年1月31日","市外(都内)",NA
"2022年1月30日","横浜市",""
"2022年1月30日","市外(県内)",NA
"2022年1月30日","市外(県外)",NA
"2022年1月30日","市外(都内)",NA
"2022年1月29日","横浜市",""
"2022年1月29日","市外(県内)",NA
"2022年1月29日","市外(県外)",NA
"2022年1月29日","市外(都内)",NA
"2022年1月28日","横浜市",""
"2022年1月28日","市外(県内)",NA
"2022年1月28日","市外(県外)",NA
"2022年1月28日","市外(都内)",NA
"2022年1月27日","横浜市",""
"2022年1月27日","市外(県内)",NA
"2022年1月27日","市外(県外)",NA
"2022年1月27日","市外(都内)",NA
"2022年1月26日","横浜市",""
"2022年1月26日","市外(県内)",NA
"2022年1月26日","市外(県外)",NA
"2022年1月26日","市外(都内)",NA
"2022年1月25日","横浜市",""
"2022年1月25日","市外(県内)",NA
"2022年1月25日","市外(県外)",NA
"2022年1月25日","市外(都内)",NA
"2022年1月24日","横浜市",""
"2022年1月24日","市外(県内)",NA
"2022年1月24日","市外(県外)",NA
"2022年1月24日","市外(都内)",NA
"2022年1月23日","横浜市",""
"2022年1月23日","市外(県内)",NA
"2022年1月23日","市外(県外)",NA
"2022年1月23日","市外(都内)",NA
"2022年1月22日","横浜市",""
"2022年1月22日","市外(県内)",NA
"2022年1月22日","市外(県外)",NA
"2022年1月22日","市外(都内)",NA
"2022年1月21日","横浜市",""
"2022年1月21日","市外(県内)",NA
"2022年1月21日","市外(県外)",NA
"2022年1月21日","市外(都内)",NA
"2022年1月20日","横浜市",""
"2022年1月20日","市外(県内)",NA
"2022年1月20日","市外(県外)",NA
"2022年1月20日","市外(都内)",NA
"2022年1月19日","横浜市",""
"2022年1月19日","市外(県内)",NA
"2022年1月19日","市外(県外)",NA
"2022年1月19日","市外(都内)",NA
"2022年1月18日","横浜市",""
"2022年1月18日","市外(県内)",NA
"2022年1月18日","市外(県外)",NA
"2022年1月18日","市外(都内)",NA
"2022年1月17日","横浜市",""
"2022年1月17日","市外(県内)",NA
"2022年1月17日","市外(県外)",NA
"2022年1月17日","市外(都内)",NA
"2022年1月16日","横浜市",""
"2022年1月16日","市外(県内)",NA
"2022年1月16日","市外(県外)",NA
"2022年1月16日","市外(都内)",NA
"2022年1月15日","横浜市",""
"2022年1月15日","市外(県内)",NA
"2022年1月15日","市外(県外)",NA
"2022年1月15日","市外(都内)",NA
"2022年1月14日","横浜市",""
"2022年1月14日","市外(県内)",NA
"2022年1月14日","市外(県外)",NA
"2022年1月14日","市外(都内)",NA
"2022年1月13日","横浜市",""
"2022年1月13日","市外(県内)",NA
"2022年1月13日","市外(県外)",NA
"2022年1月13日","市外(都内)",NA
"2022年1月12日","横浜市",""
"2022年1月12日","市外(県内)",NA
"2022年1月12日","市外(県外)",NA
"2022年1月12日","市外(都内)",NA
"2022年1月11日","横浜市",""
"2022年1月11日","市外(県内)",NA
"2022年1月11日","市外(県外)",NA
"2022年1月11日","市外(都内)",NA
"2022年1月10日","横浜市",""
"2022年1月10日","市外(県内)",NA
"2022年1月10日","市外(県外)",NA
"2022年1月10日","市外(都内)",NA
"2022年1月9日","横浜市",""
"2022年1月9日","市外(県内)",NA
"2022年1月9日","市外(県外)",NA
"2022年1月9日","市外(都内)",NA
"2022年1月8日","横浜市",""
"2022年1月8日","市外(県内)",NA
"2022年1月8日","市外(県外)",NA
"2022年1月8日","市外(都内)",NA
"2022年1月7日","横浜市",""
"2022年1月7日","市外(県内)",NA
"2022年1月7日","市外(県外)",NA
"2022年1月7日","市外(都内)",NA
"2022年1月6日","横浜市",""
"2022年1月6日","市外(県内)",NA
"2022年1月6日","市外(県外)",NA
"2022年1月6日","市外(都内)",NA
"2022年1月5日","横浜市",""
"2022年1月5日","市外(県内)",NA
"2022年1月5日","市外(県外)",NA
"2022年1月5日","市外(都内)",NA
"2022年1月4日","横浜市",""
"2022年1月4日","市外(県内)",NA
"2022年1月4日","市外(県外)",NA
"2022年1月4日","市外(都内)",NA
"2022年1月3日","横浜市",""
"2022年1月3日","市外(県内)",NA
"2022年1月3日","市外(県外)",NA
"2022年1月3日","市外(都内)",NA
"2022年1月2日","横浜市",""
"2022年1月2日","市外(県内)",NA
"2022年1月2日","市外(県外)",NA
"2022年1月2日","市外(都内)",NA
"2022年1月1日","横浜市",""
"2022年1月1日","市外(県内)",NA
"2022年1月1日","市外(県外)",NA
"2022年1月1日","市外(都内)",NA
