"Date","City","count"
"2022年2月25日","横浜市",""
"2022年2月25日","市外(県内)",NA
"2022年2月25日","市外(県外)",NA
"2022年2月25日","市外(都内)",NA
"2022年2月23日","横浜市",""
"2022年2月23日","市外(県内)",NA
"2022年2月23日","市外(県外)",NA
"2022年2月23日","市外(都内)",NA
"2022年2月22日","横浜市",""
"2022年2月22日","市外(県内)",NA
"2022年2月22日","市外(県外)",NA
"2022年2月22日","市外(都内)",NA
"2022年2月21日","横浜市",""
"2022年2月21日","市外(県内)",NA
"2022年2月21日","市外(県外)",NA
"2022年2月21日","市外(都内)",NA
"2022年2月19日","横浜市",""
"2022年2月19日","市外(県内)",NA
"2022年2月19日","市外(県外)",NA
"2022年2月19日","市外(都内)",NA
"2022年2月18日","横浜市",""
"2022年2月18日","市外(県内)",NA
"2022年2月18日","市外(県外)",NA
"2022年2月18日","市外(都内)",NA
"2022年2月17日","横浜市",""
"2022年2月17日","市外(県内)",NA
"2022年2月17日","市外(県外)",NA
"2022年2月17日","市外(都内)",NA
"2022年2月16日","横浜市",""
"2022年2月16日","市外(県内)",NA
"2022年2月16日","市外(県外)",NA
"2022年2月16日","市外(都内)",NA
"2022年2月15日","横浜市",""
"2022年2月15日","市外(県内)",NA
"2022年2月15日","市外(県外)",NA
"2022年2月15日","市外(都内)",NA
"2022年2月14日","横浜市",""
"2022年2月14日","市外(県内)",NA
"2022年2月14日","市外(県外)",NA
"2022年2月14日","市外(都内)",NA
"2022年2月13日","横浜市",""
"2022年2月13日","市外(県内)",NA
"2022年2月13日","市外(県外)",NA
"2022年2月13日","市外(都内)",NA
"2022年2月12日","横浜市",""
"2022年2月12日","市外(県内)",NA
"2022年2月12日","市外(県外)",NA
"2022年2月12日","市外(都内)",NA
"2022年2月11日","横浜市",""
"2022年2月11日","市外(県内)",NA
"2022年2月11日","市外(県外)",NA
"2022年2月11日","市外(都内)",NA
"2022年2月10日","横浜市",""
"2022年2月10日","市外(県内)",NA
"2022年2月10日","市外(県外)",NA
"2022年2月10日","市外(都内)",NA
"2022年2月9日","横浜市",""
"2022年2月9日","市外(県内)",NA
"2022年2月9日","市外(県外)",NA
"2022年2月9日","市外(都内)",NA
"2022年2月8日","横浜市",""
"2022年2月8日","市外(県内)",NA
"2022年2月8日","市外(県外)",NA
"2022年2月8日","市外(都内)",NA
"2022年2月7日","横浜市",""
"2022年2月7日","市外(県内)",NA
"2022年2月7日","市外(県外)",NA
"2022年2月7日","市外(都内)",NA
"2022年2月6日","横浜市",""
"2022年2月6日","市外(県内)",NA
"2022年2月6日","市外(県外)",NA
"2022年2月6日","市外(都内)",NA
"2022年2月5日","横浜市",""
"2022年2月5日","市外(県内)",NA
"2022年2月5日","市外(県外)",NA
"2022年2月5日","市外(都内)",NA
"2022年2月4日","横浜市",""
"2022年2月4日","市外(県内)",NA
"2022年2月4日","市外(県外)",NA
"2022年2月4日","市外(都内)",NA
"2022年2月3日","横浜市",""
"2022年2月3日","市外(県内)",NA
"2022年2月3日","市外(県外)",NA
"2022年2月3日","市外(都内)",NA
"2022年2月2日","横浜市",""
"2022年2月2日","市外(県内)",NA
"2022年2月2日","市外(県外)",NA
"2022年2月2日","市外(都内)",NA
"2022年2月1日","横浜市",""
"2022年2月1日","市外(県内)",NA
"2022年2月1日","市外(県外)",NA
"2022年2月1日","市外(都内)",NA
